 Product ID , Work Center , Section , Option , ID , Task , Qty , Time(min) , Total Time ,, Sum of Total Time , Column Labels ,,,,,,
 WBRLED , Preparation , Complete Section , aendcapwbr , CAD 6.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, SOLS , CAD 0.92 ,,,, CAD 0.92 ,,
 WBRLED , Preparation , Complete Section , aendcapwbr , CAD 7.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 WBRLED , Preparation , Complete Section , aendcapwbr , CAD 8.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 WBS , Preparation , Complete Section , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 WBS , Preparation , Complete Section , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, SOLW ,,, CAD 4.36 ,, CAD 4.36 ,,
 WBS , Preparation , Complete Section , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, Complete Section ,,, CAD 2.18 ,, CAD 2.18 ,,
 WBSLED , Preparation , Complete Section , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, SR1 ,,, CAD 1.09 ,, CAD 1.09 ,,
 WBSLED , Preparation , Complete Section , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, SRE ,,, CAD 1.09 ,, CAD 1.09 ,,
 WBSLED , Preparation , Complete Section , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, SU , CAD 0.92 ,,,, CAD 0.92 ,,
 WBW , Preparation , Complete Section , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 WBW , Preparation , Complete Section , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 WBW , Preparation , Complete Section , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 WBWLED , Preparation , Complete Section , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 2.00 , CAD 0.36 , CAD 0.72 ,, SUA , CAD 0.92 ,,,, CAD 0.92 ,,
 WBWLED , Preparation , Complete Section , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 2.00 , CAD 0.39 , CAD 0.78 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 WBWLED , Preparation , Complete Section , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 2.00 , CAD 1.23 , CAD 2.46 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 AR , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 ARLED , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SUS , CAD 0.92 ,,,, CAD 0.92 ,,
 ARS , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section , CAD 0.46 ,,,, CAD 0.46 ,,
 ARSLED , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 , CAD 0.23 ,,,, CAD 0.23 ,,
 ARW , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE , CAD 0.23 ,,,, CAD 0.23 ,,
 ARWBT , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SUW ,,, CAD 4.36 ,, CAD 4.36 ,,
 ARWBTLED , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,, CAD 2.18 ,, CAD 2.18 ,,
 ARWLED , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,, CAD 1.09 ,, CAD 1.09 ,,
 B6 , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,, CAD 1.09 ,, CAD 1.09 ,,
 B6 , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SUWA ,,, CAD 4.36 ,, CAD 4.36 ,,
 B6D , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,, CAD 2.18 ,, CAD 2.18 ,,
 B6D , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,, CAD 1.09 ,, CAD 1.09 ,,
 B6DLED , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,, CAD 1.09 ,, CAD 1.09 ,,
 B6DLEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TB ,,,, CAD 4.68 , CAD 4.68 ,,
 B6DPAT , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 B6DPAT , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 B6I , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 B6I , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, TBDILED ,,,, CAD 4.68 , CAD 4.68 ,,
 B6ILED , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 B6ILEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 B6IPAT , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 B6IPAT , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, TBDILEDPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 B6LEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 B6PAT , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 B6PAT , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 B6S , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBDLED ,,,, CAD 4.68 , CAD 4.68 ,,
 B6S , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 B6SLED , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 B6SLEDPAT , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 B6SPAT , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBDLEDPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 B6SPAT , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 B6W , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 B6W , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 B6WD , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBDPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 B6WD , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 B6WDLED , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 B6WDLEDPAT , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 B6WDPAT , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBILED ,,,, CAD 4.68 , CAD 4.68 ,,
 B6WDPAT , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 B6WI , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 B6WI , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 B6WILEDPAT , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBILEDPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 B6WIPAT , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 B6WIPAT , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 B6WLEDPAT , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 B6WPAT , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBIPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 B6WPAT , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BB , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BB , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBD , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBLEDPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 BBD , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBDILED , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BBDILEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBDLED , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 BBDLEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBDPAT , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BBDPAT , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBI , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBW ,,,, CAD 4.68 , CAD 4.68 ,,
 BBI , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBILED , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BBILED2 , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBILEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBWDILED ,,,, CAD 4.68 , CAD 4.68 ,,
 BBIPAT , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBIPAT , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BBLED2 , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBLEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBWDILEDPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 BBPAT , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBPAT , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BBS , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBS , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, TBWDLED ,,,, CAD 4.68 , CAD 4.68 ,,
 BBSLED , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBSLEDPAT , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BBSPAT , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBSPAT , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, TBWDLEDPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 BBW , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBW , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BBWD , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBWD , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, TBWDPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 BBWDILED , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBWDLED , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BBWDLEDPAT , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBWDPAT , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBWILED ,,,, CAD 4.68 , CAD 4.68 ,,
 BBWDPAT , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBWI , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BBWI , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBWILED , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBWILEDPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 BBWILEDPAT , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBWIPAT , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BBWIPAT , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BBWLEDPAT , Preparation , SR1 , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TBWIPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 BBWPAT , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BBWPAT , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BD , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BD , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, TBWPAT ,,,, CAD 4.68 , CAD 4.68 ,,
 BDI , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 2.34 , CAD 2.34 ,,
 BDI , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,,, CAD 1.17 , CAD 1.17 ,,
 BDIW , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 1.17 , CAD 1.17 ,,
 BDIW , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, TWC ,,,, CAD 3.72 , CAD 3.72 ,,
 BDLED , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 BDLEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 BDPAT , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 BDPAT , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, TWCW ,,,, CAD 3.72 , CAD 3.72 ,,
 BI , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 BI , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 BILED , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 BILEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TWO ,,,, CAD 3.72 , CAD 3.72 ,,
 BIPAT , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 BIPAT , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 BLEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 BMD , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TWOW ,,,, CAD 3.72 , CAD 3.72 ,,
 BMD , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 BMDLED , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 BMDLEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 BMDPAT , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TWR ,,,, CAD 3.72 , CAD 3.72 ,,
 BMDPAT , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 BMI , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 BMI , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 BMILED , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TWRLED ,,,, CAD 3.72 , CAD 3.72 ,,
 BMILEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, Complete Section ,,,, CAD 1.86 , CAD 1.86 ,,
 BMIPAT , Preparation , SR1 , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, SR1 ,,,, CAD 0.93 , CAD 0.93 ,,
 BMIPAT , Preparation , SR1 , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,, SRE ,,,, CAD 0.93 , CAD 0.93 ,,
 BMLEDPAT , Preparation , SR1 , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,, TWRW ,,,, CAD 3.72 , CAD 3.72 ,,
