Product ID,Lighting,Fixture Type,Option,Work Center,ID,Task,Time(min),,Sum of Time(min),Column Labels,,,
PW,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PW,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PW,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PW,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PW,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PWLED,led,pendant,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
PWLED,led,pendant,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
PWLED,led,pendant,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
PWLED,led,pendant,battled2,Assembly,6,Test switch connections,2.81,,,,,,
PWLED,led,pendant,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
PWLED,led,pendant,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
PWLED,led,pendant,battled2,Assembly,9,Emergency labels,0.36,,,,,,
PWLED,led,pendant,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
PWLED,led,pendant,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
PWS,fluorescent,surface,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PWS,fluorescent,surface,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PWS,fluorescent,surface,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PWS,fluorescent,surface,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PWS,fluorescent,surface,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PWS,fluorescent,surface,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PWS,fluorescent,surface,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PWS,fluorescent,surface,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PWS,fluorescent,surface,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PWS,fluorescent,surface,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PWS,fluorescent,surface,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PWSLED,led,surface,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
PWSLED,led,surface,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
PWSLED,led,surface,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
PWSLED,led,surface,battled2,Assembly,6,Test switch connections,2.81,,,,,,
PWSLED,led,surface,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
PWSLED,led,surface,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
PWSLED,led,surface,battled2,Assembly,9,Emergency labels,0.36,,,,,,
PWSLED,led,surface,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
PWSLED,led,surface,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
PWW,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
PWW,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
PWW,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
PWW,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
PWW,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
PWW,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
PWW,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
PWW,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
PWW,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
PWW,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
PWW,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
PWWLED,led,wall,battled2,Assembly,3,Put battery in housing and fix with nuts,0.87,,,,,,
PWWLED,led,wall,battled2,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
PWWLED,led,wall,battled2,Assembly,5,Indicator light connections+clip light,2,,,,,,
PWWLED,led,wall,battled2,Assembly,6,Test switch connections,2.81,,,,,,
PWWLED,led,wall,battled2,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
PWWLED,led,wall,battled2,Assembly,8,Extra time for Battery test,0.2,,,,,,
PWWLED,led,wall,battled2,Assembly,9,Emergency labels,0.36,,,,,,
PWWLED,led,wall,battled2,Preparation,1,Sub-assembly battery,0.3,,,,,,
PWWLED,led,wall,battled2,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
RAY3,fluorescent,recessed,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY3,fluorescent,recessed,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY3,fluorescent,recessed,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY3,fluorescent,recessed,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY3,fluorescent,recessed,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY3,fluorescent,recessed,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY3,fluorescent,recessed,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY3,fluorescent,recessed,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY3,fluorescent,recessed,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY3,fluorescent,recessed,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY3,fluorescent,recessed,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY3P,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY3S,fluorescent,surface,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY3S,fluorescent,surface,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY3S,fluorescent,surface,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY3S,fluorescent,surface,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY3S,fluorescent,surface,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY3S,fluorescent,surface,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY3S,fluorescent,surface,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY3S,fluorescent,surface,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY3S,fluorescent,surface,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY3S,fluorescent,surface,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY3S,fluorescent,surface,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY3W,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY3W,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY3W,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY3W,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY3W,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY3W,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY3W,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY3W,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY3W,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY3W,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY3W,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY4,fluorescent,recessed,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY4,fluorescent,recessed,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY4,fluorescent,recessed,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY4,fluorescent,recessed,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY4,fluorescent,recessed,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY4,fluorescent,recessed,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY4,fluorescent,recessed,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY4,fluorescent,recessed,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY4,fluorescent,recessed,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY4,fluorescent,recessed,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY4,fluorescent,recessed,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY4P,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY4S,fluorescent,surface,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY4S,fluorescent,surface,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY4S,fluorescent,surface,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY4S,fluorescent,surface,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY4S,fluorescent,surface,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY4S,fluorescent,surface,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY4S,fluorescent,surface,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY4S,fluorescent,surface,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY4S,fluorescent,surface,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY4S,fluorescent,surface,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY4S,fluorescent,surface,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY4W,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY4W,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY4W,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY4W,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY4W,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY4W,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY4W,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY4W,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY4W,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY4W,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY4W,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY6,fluorescent,recessed,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY6,fluorescent,recessed,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY6,fluorescent,recessed,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY6,fluorescent,recessed,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY6,fluorescent,recessed,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY6,fluorescent,recessed,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY6,fluorescent,recessed,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY6,fluorescent,recessed,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY6,fluorescent,recessed,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY6,fluorescent,recessed,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY6,fluorescent,recessed,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY6P,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY6S,fluorescent,surface,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY6S,fluorescent,surface,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY6S,fluorescent,surface,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY6S,fluorescent,surface,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY6S,fluorescent,surface,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY6S,fluorescent,surface,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY6S,fluorescent,surface,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY6S,fluorescent,surface,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY6S,fluorescent,surface,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY6S,fluorescent,surface,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY6S,fluorescent,surface,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY6W,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY6W,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY6W,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY6W,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY6W,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY6W,fluorescent,wall,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY6W,fluorescent,wall,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY6W,fluorescent,wall,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY6W,fluorescent,wall,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY6W,fluorescent,wall,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY6W,fluorescent,wall,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY8,fluorescent,recessed,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY8,fluorescent,recessed,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY8,fluorescent,recessed,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY8,fluorescent,recessed,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY8,fluorescent,recessed,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY8,fluorescent,recessed,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY8,fluorescent,recessed,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY8,fluorescent,recessed,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY8,fluorescent,recessed,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY8,fluorescent,recessed,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY8,fluorescent,recessed,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY8P,fluorescent,pendant,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY8S,fluorescent,surface,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY8S,fluorescent,surface,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY8S,fluorescent,surface,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY8S,fluorescent,surface,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY8S,fluorescent,surface,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
RAY8S,fluorescent,surface,battfluo2,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
RAY8S,fluorescent,surface,battfluo2,Assembly,10,Extra time for Battery test,0.2,,,,,,
RAY8S,fluorescent,surface,battfluo2,Assembly,11,Emergency labels,0.36,,,,,,
RAY8S,fluorescent,surface,battfluo2,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
RAY8S,fluorescent,surface,battfluo2,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
RAY8S,fluorescent,surface,battfluo2,Preparation,3,Put ballast aside,0.08,,,,,,
RAY8W,fluorescent,wall,battfluo2,Assembly,4,Put battery in housing and fix with nuts,0.87,,,,,,
RAY8W,fluorescent,wall,battfluo2,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
RAY8W,fluorescent,wall,battfluo2,Assembly,6,Indicator light connections+clip light,2,,,,,,
RAY8W,fluorescent,wall,battfluo2,Assembly,7,Test switch connections,2.81,,,,,,
RAY8W,fluorescent,wall,battfluo2,Assembly,8,Extra time to connect light to batt.,1,,,,,,
