 Product ID , Flange , Work Center , Length , Task ,Time(min),, Sum of Time(min) , Column Labels ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 B6 , - , Housing Assembly , CAD 4.00 , set-up , CAD 15.58 ,,, Housing Assembly ,,,,,,,,,,,,, Housing Assembly Total , Subassembly ,,, Subassembly Total , Drilling ,,, Drilling Total , Grand Total ,,,,,,,,,
 TBWDILED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TBWDILEDPAT , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TBWDLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TBWDLEDPAT , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TBWDPAT , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TBWILED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TBWILEDPAT , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TBWIPAT , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TBWPAT , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WB , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WBDI , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WBDILED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WBDIW , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WBLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WBR , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WBRLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WBS , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WBSLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WBW , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 WBWLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 AR , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARS , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARW , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARWBT , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARSLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARWBTLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARWLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PR , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PRS , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PRW , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PW , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PWS , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PWW , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PRLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PRSLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PRWLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PWLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PWSLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PWWLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MB , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MBS , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MBST , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MBT , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MBW , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MBWT , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MBWV , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MBLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MBSLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MBWLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 MBWVLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101C , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101C , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101CA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101CA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101CS , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101CS , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101CW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101CW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101CWA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101CWA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101F , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101F , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101FA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101FA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101FW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101FW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101FWA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 101FWA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202C , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202C , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202CA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202CA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202CS , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202CS , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202CW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202CW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202CWA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202CWA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202F , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202F , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202FA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202FA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202FW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202FW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202FWA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202FWA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARC , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARC , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARCA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARCA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BAS , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BAS , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASS , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASS , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASWA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 BASWA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CU , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CU , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUB , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUB , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUBA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUBA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUBS , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUBS , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUBW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUBW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUBWA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUBWA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUS , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUS , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUWA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 CUWA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 L2 , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 L2 , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 L2A , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 L2A , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 L2S , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 L2S , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 L2W , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 L2W , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 L2WA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 L2WA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LT , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LT , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LTA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LTA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LTW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LTW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LTWA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 LTWA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SU , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SU , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SUA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SUA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SUS , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SUS , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SUW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SUW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SUWA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 SUWA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWC , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWC , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWO , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWO , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWR , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWR , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWRLED , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWRLED , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARCW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARCW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARCWA , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ARCWA , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWCW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWCW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWOW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWOW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWRW , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWRW , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWRWLED , - , Subassembly , CAD 12.00 , set-up ,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 TWRWLED , - , Housing Assembly , CAD 12.00 , set-up ,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PMRLED , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ELW , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PICD , - , Housing Assembly , CAD 12.00 , set-up ,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PICI , - , Housing Assembly , CAD 12.00 , set-up ,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PICR , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PICWD , - , Housing Assembly , CAD 12.00 , set-up ,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PICWI , - , Housing Assembly , CAD 12.00 , set-up ,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PICWR , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PMI , - , Housing Assembly , CAD 12.00 , set-up ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PMD , - , Housing Assembly , CAD 12.00 , set-up ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PMR , - , Housing Assembly , CAD 12.00 , set-up ,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PMWD , - , Housing Assembly , CAD 12.00 , set-up ,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PMWI , - , Housing Assembly , CAD 12.00 , set-up ,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PMWR , - , Housing Assembly , CAD 12.00 , set-up ,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 FL , - , Housing Assembly , CAD 12.00 , set-up ,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 FLW , - , Housing Assembly , CAD 12.00 , set-up ,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY3 , Flangeless , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY3 , Spackle Flange , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY3 , With Flanges , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY3P , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY3S , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY3W , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY4 , Flangeless , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY4 , Spackle Flange , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY4 , With Flanges , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY4P , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY4S , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY4W , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY6 , Flangeless , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY6 , Spackle Flange , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY6 , With Flanges , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY6P , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY6S , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY6W , - , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 RAY8 , Flangeless , Housing Assembly , CAD 12.00 , set-up ,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
